time_elapsed,valve_V1,valve_V2,valve_V3,furnaceTempSp,furnaceTemp,columnPres,columnLevel,defect_pump_fail,defect_coil_overheat,defect_valve_jam,accident_risk,status
1,1,0,1,280.0,269.16,0.334,50.23,0,0,0,9.44,running
2,1,0,1,280.0,259.38,0.406,50.42,0,0,0,29.44,running
3,1,0,1,280.0,251.18,0.467,50.61,0,0,0,46.39,running
4,1,0,1,280.0,243.75,0.521,50.79,0,0,0,61.39,accident
1,1,0,1,280.0,269.18,0.333,50.21,0,0,0,9.17,running
2,1,0,1,280.0,259.57,0.405,50.44,0,0,0,29.17,running
3,1,0,1,280.0,251.36,0.468,50.64,0,0,0,46.67,running
4,1,0,1,280.0,244.14,0.522,50.87,0,0,0,61.67,accident
1,1,0,0,150.0,145.56,0.251,50.61,0,0,0,0.0,running
2,1,0,0,150.0,141.66,0.252,51.22,0,0,0,0.0,running
3,1,0,0,150.0,138.26,0.253,51.83,0,0,0,0.0,running
4,1,0,0,150.0,135.13,0.254,52.45,0,0,0,0.0,running
5,1,0,0,150.0,132.66,0.256,53.03,0,0,0,0.0,running
6,1,0,0,150.0,130.46,0.259,53.65,0,0,0,0.0,running
7,1,0,0,150.0,128.34,0.262,54.26,0,0,0,0.0,running
8,1,0,0,150.0,126.55,0.265,54.86,0,0,0,0.0,running
9,1,0,0,150.0,125.22,0.268,55.46,0,0,0,0.0,running
10,1,0,0,150.0,123.75,0.272,56.08,0,0,0,0.0,running
11,1,0,0,150.0,122.49,0.277,56.66,0,0,0,0.0,running
12,1,0,0,150.0,121.63,0.281,57.25,0,0,0,0.0,running
13,1,0,0,150.0,120.85,0.286,57.86,0,0,0,0.0,running
14,1,0,0,150.0,120.02,0.291,58.48,0,0,0,0.0,running
15,1,0,0,150.0,119.41,0.296,59.07,0,0,0,0.0,running
16,1,0,0,150.0,118.9,0.302,59.65,0,0,0,0.56,running
17,1,0,0,150.0,118.4,0.309,60.23,0,0,0,2.5,running
18,1,0,0,150.0,118.05,0.315,60.82,0,0,0,4.17,running
19,1,0,0,150.0,117.83,0.323,61.42,0,0,0,6.39,running
20,1,0,0,150.0,117.41,0.33,62.03,0,0,0,8.33,running
21,1,0,1,220.0,122.69,0.338,62.2,0,0,0,10.56,running
22,1,0,1,220.0,127.32,0.346,62.34,0,0,0,12.78,running
23,1,0,1,220.0,131.18,0.353,62.5,0,0,0,14.72,running
24,1,0,1,220.0,134.68,0.36,62.65,0,0,0,16.67,running
25,1,0,1,220.0,137.85,0.367,62.82,0,0,0,18.61,running
26,1,0,1,220.0,140.6,0.376,62.99,0,0,0,21.11,running
27,1,0,1,220.0,143.08,0.384,63.15,0,0,0,23.33,running
28,1,0,1,220.0,145.22,0.393,63.33,0,0,0,25.83,running
29,1,0,1,220.0,146.78,0.401,63.49,0,0,0,28.06,running
30,1,0,1,220.0,148.15,0.41,63.63,0,0,0,30.56,running
31,1,0,1,220.0,149.59,0.419,63.78,0,0,0,33.06,running
32,1,0,1,220.0,150.71,0.427,63.93,0,0,0,35.28,running
33,1,0,1,220.0,151.82,0.435,64.11,0,0,0,37.5,running
34,1,0,1,220.0,152.63,0.444,64.26,0,0,0,40.0,running
35,1,0,1,220.0,153.29,0.453,64.44,0,0,0,42.5,running
36,1,0,1,220.0,153.93,0.461,64.61,0,0,0,44.72,running
37,1,0,1,220.0,154.51,0.47,64.78,0,0,0,47.22,running
38,1,0,1,220.0,155.09,0.48,64.96,0,0,0,50.0,running
39,1,0,1,220.0,155.63,0.489,65.11,0,0,0,52.5,accident
1,1,0,1,288.9,269.58,0.333,50.23,0,0,0,9.17,running
2,1,0,1,288.9,260.49,0.406,50.42,0,0,0,29.44,running
3,1,0,1,288.9,252.69,0.469,50.61,0,0,0,46.94,running
4,1,0,1,288.9,245.8,0.525,50.8,0,0,0,62.5,accident
1,1,0,1,280.0,268.92,0.333,50.2,0,0,0,9.17,running
2,1,0,1,280.0,259.53,0.406,50.41,0,0,0,29.44,running
3,1,0,1,280.0,251.06,0.469,50.6,0,0,0,46.94,running
4,1,0,1,280.0,243.77,0.522,50.83,0,0,0,61.67,accident
1,1,0,0,150.0,145.62,0.25,50.62,0,0,0,0.0,running
2,1,0,0,150.0,141.56,0.251,51.23,0,0,0,0.0,running
3,1,0,0,150.0,138.23,0.251,51.81,0,0,0,0.0,running
4,1,0,0,150.0,135.43,0.253,52.43,0,0,0,0.0,running
5,1,0,0,150.0,132.85,0.255,53.05,0,0,0,0.0,running
6,1,0,0,150.0,130.46,0.256,53.65,0,0,0,0.0,running
7,1,0,0,150.0,128.32,0.258,54.25,0,0,0,0.0,running
8,1,0,0,150.0,126.49,0.26,54.84,0,0,0,0.0,running
9,1,0,0,150.0,125.11,0.263,55.43,0,0,0,0.0,running
10,1,0,0,150.0,123.69,0.267,56.02,0,0,0,0.0,running
11,1,0,0,150.0,122.6,0.27,56.6,0,0,0,0.0,running
12,1,0,0,150.0,121.47,0.275,57.19,0,0,0,0.0,running
13,1,0,0,150.0,120.73,0.28,57.77,0,0,0,0.0,running
14,1,0,0,150.0,119.89,0.286,58.39,0,0,0,0.0,running
15,1,0,0,150.0,119.47,0.292,58.97,0,0,0,0.0,running
16,1,0,0,150.0,118.84,0.298,59.55,0,0,0,0.0,running
17,1,0,0,150.0,118.5,0.303,60.14,0,0,0,0.83,running
18,1,0,0,150.0,118.05,0.309,60.76,0,0,0,2.5,running
19,1,0,0,150.0,117.58,0.316,61.34,0,0,0,4.44,running
20,1,0,0,150.0,117.45,0.322,61.95,0,0,0,6.11,running
21,1,0,1,220.0,122.64,0.33,62.1,0,0,0,8.33,running
22,1,0,1,220.0,127.5,0.338,62.24,0,0,0,10.56,running
23,1,0,1,220.0,131.53,0.345,62.39,0,0,0,12.5,running
24,1,0,1,220.0,134.91,0.352,62.55,0,0,0,14.44,running
25,1,0,1,220.0,137.91,0.361,62.7,0,0,0,16.94,running
26,1,0,1,220.0,140.53,0.369,62.88,0,0,0,19.17,running
27,1,0,1,220.0,142.83,0.376,63.02,0,0,0,21.11,running
28,1,0,1,220.0,145.0,0.385,63.21,0,0,0,23.61,running
29,1,0,1,220.0,146.93,0.392,63.37,0,0,0,25.56,running
30,1,0,1,220.0,148.46,0.4,63.51,0,0,0,27.78,running
31,1,0,1,220.0,149.62,0.407,63.68,0,0,0,29.72,running
32,1,0,1,220.0,150.83,0.416,63.86,0,0,0,32.22,running
33,1,0,1,220.0,151.94,0.425,64.03,0,0,0,34.72,running
34,1,0,1,220.0,152.86,0.434,64.17,0,0,0,37.22,running
35,1,0,1,220.0,153.5,0.442,64.32,0,0,0,39.44,running
36,1,0,1,220.0,154.18,0.452,64.46,0,0,0,42.22,running
37,1,0,1,220.0,154.89,0.46,64.6,0,0,0,44.44,running
38,1,0,1,220.0,155.51,0.469,64.73,0,0,0,46.94,running
39,1,0,1,220.0,155.98,0.477,64.87,0,0,0,49.17,running
40,1,0,1,220.0,156.46,0.486,65.0,0,0,0,51.67,accident
1,1,0,1,280.0,269.06,0.333,50.19,0,0,0,9.17,running
2,1,0,1,280.0,259.37,0.404,50.42,0,0,0,28.89,running
3,1,0,1,280.0,251.0,0.466,50.64,0,0,0,46.11,running
4,1,0,1,280.0,243.92,0.519,50.82,0,0,0,60.83,accident
1,1,0,1,280.0,268.87,0.332,50.21,0,0,0,8.89,running
2,1,0,1,280.0,259.3,0.403,50.43,0,0,0,28.61,running
3,1,0,1,280.0,250.9,0.465,50.65,0,0,0,45.83,running
4,1,0,1,280.0,243.73,0.519,50.84,0,0,0,60.83,accident
1,1,0,1,280.7,269.23,0.334,50.2,0,0,0,9.44,running
2,1,0,1,280.7,259.65,0.405,50.43,0,0,0,29.17,running
3,1,0,1,280.7,251.51,0.467,50.66,0,0,0,46.39,running
4,1,0,1,280.7,244.21,0.521,50.87,0,0,0,61.39,accident
1,1,0,1,280.0,269.16,0.332,50.23,0,0,0,8.89,running
2,1,0,1,280.0,259.5,0.403,50.46,0,0,0,28.61,running
3,1,0,1,280.0,251.21,0.464,50.69,0,0,0,45.56,running
4,1,0,1,280.0,244.04,0.517,50.9,0,0,0,60.28,accident
1,1,0,1,280.0,269.14,0.333,50.23,0,0,0,9.17,running
2,1,0,1,280.0,259.63,0.404,50.45,0,0,0,28.89,running
3,1,0,1,280.0,251.2,0.466,50.67,0,0,0,46.11,running
4,1,0,1,280.0,243.92,0.52,50.87,0,0,0,61.11,accident
1,1,0,0,150.0,145.46,0.25,50.58,0,0,0,0.0,running
2,1,0,0,150.0,141.57,0.25,51.18,0,0,0,0.0,running
3,1,0,0,150.0,138.31,0.251,51.76,0,0,0,0.0,running
4,1,0,0,150.0,135.38,0.252,52.37,0,0,0,0.0,running
5,1,0,0,150.0,132.65,0.254,52.95,0,0,0,0.0,running
6,1,0,0,150.0,130.45,0.256,53.56,0,0,0,0.0,running
7,1,0,0,150.0,128.64,0.258,54.16,0,0,0,0.0,running
8,1,0,0,150.0,126.96,0.261,54.74,0,0,0,0.0,running
9,1,0,0,150.0,125.53,0.264,55.33,0,0,0,0.0,running
10,1,0,0,150.0,124.13,0.267,55.92,0,0,0,0.0,running
11,1,0,0,150.0,122.92,0.271,56.5,0,0,0,0.0,running
12,1,0,0,150.0,121.97,0.276,57.11,0,0,0,0.0,running
13,1,0,0,150.0,121.18,0.28,57.73,0,0,0,0.0,running
14,1,0,0,150.0,120.44,0.285,58.33,0,0,0,0.0,running
15,1,0,0,150.0,119.88,0.291,58.95,0,0,0,0.0,running
16,1,0,0,150.0,119.28,0.298,59.56,0,0,0,0.0,running
17,1,0,0,150.0,118.82,0.305,60.16,0,0,0,1.39,running
18,1,0,0,150.0,118.25,0.312,60.77,0,0,0,3.33,running
19,1,0,0,150.0,117.81,0.319,61.39,0,0,0,5.28,running
20,1,0,0,150.0,117.44,0.326,62.01,0,0,0,7.22,running
21,1,0,1,220.0,122.64,0.333,62.16,0,0,0,9.17,running
22,1,0,1,220.0,127.23,0.34,62.32,0,0,0,11.11,running
23,1,0,1,220.0,131.15,0.348,62.49,0,0,0,13.33,running
24,1,0,1,220.0,134.62,0.355,62.68,0,0,0,15.28,running
25,1,0,1,220.0,137.91,0.363,62.85,0,0,0,17.5,running
26,1,0,1,220.0,140.7,0.37,63.0,0,0,0,19.44,running
27,1,0,1,220.0,142.96,0.377,63.16,0,0,0,21.39,running
28,1,0,1,220.0,145.0,0.386,63.34,0,0,0,23.89,running
29,1,0,1,220.0,146.64,0.394,63.49,0,0,0,26.11,running
30,1,0,1,220.0,148.21,0.402,63.64,0,0,0,28.33,running
31,1,0,1,220.0,149.65,0.409,63.81,0,0,0,30.28,running
32,1,0,1,220.0,150.99,0.417,63.98,0,0,0,32.5,running
33,1,0,1,220.0,151.78,0.425,64.15,0,0,0,34.72,running
34,1,0,1,220.0,152.46,0.433,64.3,0,0,0,36.94,running
35,1,0,1,220.0,153.37,0.442,64.44,0,0,0,39.44,running
36,1,0,1,220.0,154.2,0.45,64.58,0,0,0,41.67,running
37,1,0,1,220.0,154.91,0.458,64.72,0,0,0,43.89,running
38,1,0,1,220.0,155.52,0.467,64.88,0,0,0,46.39,running
39,1,0,1,220.0,155.85,0.477,65.06,0,0,0,49.17,running
40,1,0,1,220.0,156.13,0.487,65.2,0,0,0,51.94,accident
1,1,0,1,280.0,268.92,0.333,50.2,0,0,0,9.17,running
2,1,0,1,280.0,259.27,0.405,50.41,0,0,0,29.17,running
3,1,0,1,280.0,251.05,0.466,50.6,0,0,0,46.11,running
4,1,0,1,280.0,243.63,0.518,50.8,0,0,0,60.56,accident
1,1,0,0,150.0,145.39,0.251,50.59,0,0,0,0.0,running
2,1,0,0,150.0,141.37,0.252,51.18,0,0,0,0.0,running
3,1,0,0,150.0,137.92,0.254,51.79,0,0,0,0.0,running
4,1,0,0,150.0,135.04,0.255,52.4,0,0,0,0.0,running
5,1,0,0,150.0,132.49,0.258,53.02,0,0,0,0.0,running
6,1,0,0,150.0,130.26,0.261,53.63,0,0,0,0.0,running
7,1,0,0,150.0,128.37,0.263,54.21,0,0,0,0.0,running
8,1,0,0,150.0,126.72,0.267,54.83,0,0,0,0.0,running
9,1,0,0,150.0,125.08,0.27,55.45,0,0,0,0.0,running
10,1,0,0,150.0,123.96,0.273,56.06,0,0,0,0.0,running
11,1,0,0,150.0,122.83,0.277,56.66,0,0,0,0.0,running
12,1,0,0,150.0,121.7,0.281,57.24,0,0,0,0.0,running
13,1,0,0,150.0,120.88,0.285,57.82,0,0,0,0.0,running
14,1,0,0,150.0,120.03,0.29,58.44,0,0,0,0.0,running
15,1,0,0,150.0,119.52,0.296,59.03,0,0,0,0.0,running
16,1,0,0,150.0,119.17,0.303,59.62,0,0,0,0.83,running
17,1,0,0,150.0,118.59,0.308,60.21,0,0,0,2.22,running
18,1,0,0,150.0,118.24,0.314,60.8,0,0,0,3.89,running
19,1,0,0,150.0,117.96,0.321,61.42,0,0,0,5.83,running
20,1,0,0,150.0,117.54,0.329,62.03,0,0,0,8.06,running
21,1,0,1,220.0,122.72,0.337,62.17,0,0,0,10.28,running
22,1,0,1,220.0,127.4,0.345,62.31,0,0,0,12.5,running
23,1,0,1,220.0,131.39,0.352,62.46,0,0,0,14.44,running
24,1,0,1,220.0,135.11,0.36,62.64,0,0,0,16.67,running
25,1,0,1,220.0,138.06,0.367,62.79,0,0,0,18.61,running
26,1,0,1,220.0,140.86,0.375,62.95,0,0,0,20.83,running
27,1,0,1,220.0,143.05,0.384,63.1,0,0,0,23.33,running
28,1,0,1,220.0,144.93,0.391,63.27,0,0,0,25.28,running
29,1,0,1,220.0,146.58,0.398,63.45,0,0,0,27.22,running
30,1,0,1,220.0,148.06,0.406,63.61,0,0,0,29.44,running
31,1,0,1,220.0,149.36,0.413,63.77,0,0,0,31.39,running
32,1,0,1,220.0,150.59,0.421,63.93,0,0,0,33.61,running
33,1,0,1,220.0,151.77,0.43,64.11,0,0,0,36.11,running
34,1,0,1,220.0,152.52,0.438,64.26,0,0,0,38.33,running
35,1,0,1,220.0,153.48,0.446,64.42,0,0,0,40.56,running
36,1,0,1,220.0,154.31,0.455,64.56,0,0,0,43.06,running
37,1,0,1,220.0,154.9,0.464,64.7,0,0,0,45.56,running
38,1,0,1,220.0,155.22,0.473,64.85,0,0,0,48.06,running
39,1,0,1,220.0,155.84,0.481,65.01,0,0,0,50.28,accident
1,1,0,1,276.4,268.53,0.332,50.2,0,0,0,8.89,running
2,1,0,1,276.4,258.93,0.403,50.43,0,0,0,28.61,running
3,1,0,1,276.4,250.24,0.464,50.64,0,0,0,45.56,running
4,1,0,1,276.4,242.66,0.516,50.87,0,0,0,60.0,accident
1,1,0,0,150.0,145.66,0.251,50.59,0,0,0,0.0,running
2,1,0,0,150.0,141.89,0.251,51.21,0,0,0,0.0,running
3,1,0,0,150.0,138.39,0.251,51.8,0,0,0,0.0,running
4,1,0,0,150.0,135.37,0.252,52.39,0,0,0,0.0,running
5,1,0,0,150.0,132.9,0.254,52.99,0,0,0,0.0,running
6,1,0,0,150.0,130.73,0.256,53.57,0,0,0,0.0,running
7,1,0,0,150.0,128.59,0.259,54.17,0,0,0,0.0,running
8,1,0,0,150.0,126.76,0.262,54.79,0,0,0,0.0,running
9,1,0,0,150.0,125.41,0.265,55.4,0,0,0,0.0,running
10,1,0,0,150.0,124.03,0.268,56.01,0,0,0,0.0,running
11,1,0,0,150.0,122.9,0.273,56.59,0,0,0,0.0,running
12,1,0,0,150.0,121.88,0.278,57.17,0,0,0,0.0,running
13,1,0,0,150.0,121.06,0.283,57.75,0,0,0,0.0,running
14,1,0,0,150.0,120.35,0.287,58.36,0,0,0,0.0,running
15,1,0,0,150.0,119.87,0.292,58.97,0,0,0,0.0,running
16,1,0,0,150.0,119.12,0.299,59.55,0,0,0,0.0,running
17,1,0,0,150.0,118.46,0.305,60.15,0,0,0,1.39,running
18,1,0,0,150.0,118.0,0.311,60.75,0,0,0,3.06,running
19,1,0,0,150.0,117.74,0.317,61.36,0,0,0,4.72,running
20,1,0,0,150.0,117.52,0.324,61.95,0,0,0,6.67,running
21,1,0,1,220.0,122.9,0.332,62.12,0,0,0,8.89,running
22,1,0,1,220.0,127.6,0.339,62.29,0,0,0,10.83,running
23,1,0,1,220.0,131.76,0.345,62.46,0,0,0,12.5,running
24,1,0,1,220.0,135.19,0.353,62.64,0,0,0,14.72,running
25,1,0,1,220.0,138.08,0.361,62.82,0,0,0,16.94,running
26,1,0,1,220.0,140.91,0.369,62.98,0,0,0,19.17,running
27,1,0,1,220.0,143.18,0.377,63.12,0,0,0,21.39,running
28,1,0,1,220.0,145.16,0.384,63.28,0,0,0,23.33,running
29,1,0,1,220.0,146.88,0.393,63.45,0,0,0,25.83,running
30,1,0,1,220.0,148.4,0.402,63.61,0,0,0,28.33,running
31,1,0,1,220.0,149.86,0.411,63.79,0,0,0,30.83,running
32,1,0,1,220.0,150.88,0.419,63.97,0,0,0,33.06,running
33,1,0,1,220.0,151.88,0.428,64.11,0,0,0,35.56,running
34,1,0,1,220.0,152.68,0.437,64.25,0,0,0,38.06,running
35,1,0,1,220.0,153.44,0.446,64.43,0,0,0,40.56,running
36,1,0,1,220.0,154.11,0.455,64.59,0,0,0,43.06,running
37,1,0,1,220.0,154.56,0.463,64.75,0,0,0,45.28,running
38,1,0,1,220.0,155.02,0.472,64.89,0,0,0,47.78,running
39,1,0,1,220.0,155.57,0.481,65.05,0,0,0,50.28,accident
1,1,0,1,280.0,268.82,0.332,50.19,0,0,0,8.89,running
2,1,0,1,280.0,259.3,0.402,50.38,0,0,0,28.33,running
3,1,0,1,280.0,250.87,0.464,50.6,0,0,0,45.56,running
4,1,0,1,280.0,243.6,0.517,50.8,0,0,0,60.28,accident
1,1,0,0,150.0,145.37,0.251,50.58,0,0,0,0.0,running
2,1,0,0,150.0,141.32,0.252,51.18,0,0,0,0.0,running
3,1,0,0,150.0,137.78,0.254,51.76,0,0,0,0.0,running
4,1,0,0,150.0,135.02,0.255,52.37,0,0,0,0.0,running
5,1,0,0,150.0,132.44,0.257,52.96,0,0,0,0.0,running
6,1,0,0,150.0,130.33,0.26,53.54,0,0,0,0.0,running
7,1,0,0,150.0,128.32,0.262,54.13,0,0,0,0.0,running
8,1,0,0,150.0,126.61,0.265,54.71,0,0,0,0.0,running
9,1,0,0,150.0,125.21,0.268,55.32,0,0,0,0.0,running
10,1,0,0,150.0,123.94,0.272,55.9,0,0,0,0.0,running
11,1,0,0,150.0,122.95,0.275,56.49,0,0,0,0.0,running
12,1,0,0,150.0,121.91,0.28,57.1,0,0,0,0.0,running
13,1,0,0,150.0,120.98,0.285,57.71,0,0,0,0.0,running
14,1,0,0,150.0,120.08,0.29,58.32,0,0,0,0.0,running
15,1,0,0,150.0,119.37,0.296,58.9,0,0,0,0.0,running
16,1,0,0,150.0,118.87,0.301,59.48,0,0,0,0.28,running
17,1,0,0,150.0,118.41,0.308,60.06,0,0,0,2.22,running
18,1,0,0,150.0,118.11,0.314,60.68,0,0,0,3.89,running
19,1,0,0,150.0,117.88,0.321,61.28,0,0,0,5.83,running
20,1,0,0,150.0,117.65,0.328,61.9,0,0,0,7.78,running
21,1,0,1,220.0,122.83,0.334,62.05,0,0,0,9.44,running
22,1,0,1,220.0,127.6,0.341,62.21,0,0,0,11.39,running
23,1,0,1,220.0,131.44,0.348,62.37,0,0,0,13.33,running
24,1,0,1,220.0,134.88,0.355,62.55,0,0,0,15.28,running
25,1,0,1,220.0,137.75,0.364,62.74,0,0,0,17.78,running
26,1,0,1,220.0,140.64,0.372,62.91,0,0,0,20.0,running
27,1,0,1,220.0,142.88,0.381,63.08,0,0,0,22.5,running
28,1,0,1,220.0,144.78,0.39,63.22,0,0,0,25.0,running
29,1,0,1,220.0,146.76,0.398,63.4,0,0,0,27.22,running
30,1,0,1,220.0,148.11,0.406,63.58,0,0,0,29.44,running
31,1,0,1,220.0,149.61,0.415,63.74,0,0,0,31.94,running
32,1,0,1,220.0,150.61,0.423,63.92,0,0,0,34.17,running
33,1,0,1,220.0,151.71,0.431,64.09,0,0,0,36.39,running
34,1,0,1,220.0,152.78,0.439,64.25,0,0,0,38.61,running
35,1,0,1,220.0,153.37,0.448,64.42,0,0,0,41.11,running
36,1,0,1,220.0,153.92,0.457,64.58,0,0,0,43.61,running
37,1,0,1,220.0,154.49,0.466,64.73,0,0,0,46.11,running
38,1,0,1,220.0,155.13,0.475,64.87,0,0,0,48.61,running
39,1,0,1,220.0,155.68,0.484,65.05,0,0,0,51.11,accident
1,1,0,1,276.7,268.89,0.333,50.22,0,0,0,9.17,running
2,1,0,1,276.7,259.19,0.405,50.41,0,0,0,29.17,running
3,1,0,1,276.7,250.81,0.466,50.64,0,0,0,46.11,running
4,1,0,1,276.7,243.49,0.518,50.86,0,0,0,60.56,accident
1,1,0,1,280.0,269.16,0.333,50.21,0,0,0,9.17,running
2,1,0,1,280.0,259.45,0.404,50.44,0,0,0,28.89,running
3,1,0,1,280.0,250.94,0.466,50.67,0,0,0,46.11,running
4,1,0,1,280.0,243.74,0.519,50.89,0,0,0,60.83,accident
1,1,0,1,280.0,268.84,0.332,50.22,0,0,0,8.89,running
2,1,0,1,280.0,259.38,0.404,50.45,0,0,0,28.89,running
3,1,0,1,280.0,251.22,0.465,50.64,0,0,0,45.83,running
4,1,0,1,280.0,244.07,0.519,50.84,0,0,0,60.83,accident
1,1,0,1,280.0,269.04,0.333,50.22,0,0,0,9.17,running
2,1,0,1,280.0,259.55,0.406,50.45,0,0,0,29.44,running
3,1,0,1,280.0,251.33,0.468,50.68,0,0,0,46.67,running
4,1,0,1,280.0,243.95,0.522,50.9,0,0,0,61.67,accident
1,1,0,1,278.4,268.79,0.332,50.21,0,0,0,8.89,running
2,1,0,1,278.4,259.17,0.403,50.4,0,0,0,28.61,running
3,1,0,1,278.4,250.88,0.464,50.61,0,0,0,45.56,running
4,1,0,1,278.4,243.35,0.516,50.82,0,0,0,60.0,accident
1,1,0,0,150.0,145.68,0.25,50.59,0,0,0,0.0,running
2,1,0,0,150.0,141.57,0.251,51.21,0,0,0,0.0,running
3,1,0,0,150.0,138.09,0.252,51.79,0,0,0,0.0,running
4,1,0,0,150.0,135.28,0.254,52.39,0,0,0,0.0,running
5,1,0,0,150.0,132.76,0.256,53.01,0,0,0,0.0,running
6,1,0,0,150.0,130.41,0.258,53.6,0,0,0,0.0,running
7,1,0,0,150.0,128.51,0.261,54.22,0,0,0,0.0,running
8,1,0,0,150.0,126.97,0.264,54.84,0,0,0,0.0,running
9,1,0,0,150.0,125.39,0.268,55.44,0,0,0,0.0,running
10,1,0,0,150.0,124.14,0.272,56.04,0,0,0,0.0,running
11,1,0,0,150.0,123.18,0.277,56.66,0,0,0,0.0,running
12,1,0,0,150.0,122.18,0.28,57.26,0,0,0,0.0,running
13,1,0,0,150.0,121.22,0.284,57.86,0,0,0,0.0,running
14,1,0,0,150.0,120.43,0.289,58.44,0,0,0,0.0,running
15,1,0,0,150.0,119.74,0.294,59.05,0,0,0,0.0,running
16,1,0,0,150.0,119.37,0.3,59.67,0,0,0,0.0,running
17,1,0,0,150.0,118.82,0.307,60.27,0,0,0,1.94,running
18,1,0,0,150.0,118.19,0.313,60.85,0,0,0,3.61,running
19,1,0,0,150.0,117.81,0.32,61.46,0,0,0,5.56,running
20,1,0,0,150.0,117.6,0.327,62.05,0,0,0,7.5,running
21,1,0,1,220.0,122.81,0.334,62.23,0,0,0,9.44,running
22,1,0,1,220.0,127.39,0.342,62.39,0,0,0,11.67,running
23,1,0,1,220.0,131.3,0.35,62.56,0,0,0,13.89,running
24,1,0,1,220.0,134.77,0.357,62.7,0,0,0,15.83,running
25,1,0,1,220.0,137.8,0.365,62.87,0,0,0,18.06,running
26,1,0,1,220.0,140.34,0.372,63.04,0,0,0,20.0,running
27,1,0,1,220.0,142.57,0.381,63.18,0,0,0,22.5,running
28,1,0,1,220.0,144.65,0.389,63.33,0,0,0,24.72,running
29,1,0,1,220.0,146.34,0.397,63.49,0,0,0,26.94,running
30,1,0,1,220.0,147.76,0.404,63.66,0,0,0,28.89,running
31,1,0,1,220.0,149.22,0.411,63.84,0,0,0,30.83,running
32,1,0,1,220.0,150.26,0.419,64.01,0,0,0,33.06,running
33,1,0,1,220.0,151.45,0.427,64.18,0,0,0,35.28,running
34,1,0,1,220.0,152.39,0.435,64.35,0,0,0,37.5,running
35,1,0,1,220.0,153.3,0.444,64.53,0,0,0,40.0,running
36,1,0,1,220.0,153.96,0.453,64.68,0,0,0,42.5,running
37,1,0,1,220.0,154.72,0.462,64.85,0,0,0,45.0,running
38,1,0,1,220.0,155.39,0.471,64.99,0,0,0,47.5,running
39,1,0,1,220.0,155.77,0.48,65.16,0,0,0,50.0,accident
1,1,0,1,280.0,268.86,0.333,50.2,0,0,0,9.17,running
2,1,0,1,280.0,259.13,0.405,50.4,0,0,0,29.17,running
3,1,0,1,280.0,250.81,0.467,50.63,0,0,0,46.39,running
4,1,0,1,280.0,243.43,0.519,50.85,0,0,0,60.83,accident
1,1,0,1,278.4,268.91,0.333,50.23,0,0,0,9.17,running
2,1,0,1,278.4,259.39,0.405,50.45,0,0,0,29.17,running
3,1,0,1,278.4,250.77,0.466,50.68,0,0,0,46.11,running
4,1,0,1,278.4,243.4,0.518,50.91,0,0,0,60.56,accident
1,1,0,1,280.0,268.86,0.332,50.2,0,0,0,8.89,running
2,1,0,1,280.0,259.18,0.403,50.43,0,0,0,28.61,running
3,1,0,1,280.0,251.02,0.464,50.66,0,0,0,45.56,running
4,1,0,1,280.0,243.97,0.517,50.85,0,0,0,60.28,accident
1,1,0,0,150.0,145.52,0.25,50.58,0,0,0,0.0,running
2,1,0,0,150.0,141.76,0.251,51.18,0,0,0,0.0,running
3,1,0,0,150.0,138.44,0.253,51.79,0,0,0,0.0,running
4,1,0,0,150.0,135.33,0.254,52.38,0,0,0,0.0,running
5,1,0,0,150.0,132.79,0.255,52.97,0,0,0,0.0,running
6,1,0,0,150.0,130.35,0.257,53.55,0,0,0,0.0,running
7,1,0,0,150.0,128.47,0.259,54.16,0,0,0,0.0,running
8,1,0,0,150.0,126.68,0.262,54.75,0,0,0,0.0,running
9,1,0,0,150.0,125.07,0.265,55.35,0,0,0,0.0,running
10,1,0,0,150.0,123.63,0.268,55.94,0,0,0,0.0,running
11,1,0,0,150.0,122.44,0.271,56.55,0,0,0,0.0,running
12,1,0,0,150.0,121.42,0.276,57.15,0,0,0,0.0,running
13,1,0,0,150.0,120.54,0.28,57.73,0,0,0,0.0,running
14,1,0,0,150.0,119.81,0.285,58.34,0,0,0,0.0,running
15,1,0,0,150.0,119.42,0.29,58.96,0,0,0,0.0,running
16,1,0,0,150.0,118.82,0.296,59.55,0,0,0,0.0,running
17,1,0,0,150.0,118.45,0.303,60.13,0,0,0,0.83,running
18,1,0,0,150.0,118.05,0.31,60.73,0,0,0,2.78,running
19,1,0,0,150.0,117.77,0.318,61.34,0,0,0,5.0,running
20,1,0,0,150.0,117.31,0.325,61.95,0,0,0,6.94,running
21,1,0,1,220.0,122.84,0.332,62.11,0,0,0,8.89,running
22,1,0,1,220.0,127.27,0.339,62.28,0,0,0,10.83,running
23,1,0,1,220.0,131.17,0.347,62.44,0,0,0,13.06,running
24,1,0,1,220.0,134.83,0.355,62.61,0,0,0,15.28,running
25,1,0,1,220.0,137.93,0.363,62.78,0,0,0,17.5,running
26,1,0,1,220.0,140.54,0.371,62.96,0,0,0,19.72,running
27,1,0,1,220.0,142.87,0.378,63.13,0,0,0,21.67,running
28,1,0,1,220.0,144.98,0.385,63.29,0,0,0,23.61,running
29,1,0,1,220.0,146.73,0.393,63.43,0,0,0,25.83,running
30,1,0,1,220.0,148.3,0.4,63.59,0,0,0,27.78,running
